!	2.36415425036259
rt	1.2364979509955476
woman	5.585729132199956
n't	2.0146749443638328
complain	6.79875177204581
cleaning	8.503499864284235
house	5.315083246900743
.	1.3122588049817263
&	1.3752044198580031
amp	3.452042575667724
;	1.3656254202514628
man	3.918532385613663
trash	3.1064690248001656
...	2.91531531437908
boy	4.926949595144218
dats	7.181744024301915
cold	6.061152828915031
tyga	7.05658088134791
dwn	9.19664704484418
bad	3.8447889113681137
cuffin	7.81035268372429
dat	4.581526528002921
hoe	2.6484279420818075
1st	6.631697687382643
place	5.9579685926798
``	2.4009412696706662
''	2.3964769765419804
keeks	9.889794225404126
bitch	1.179999167786377
curves	9.889794225404126
lol	3.1516417308081683
walked	6.999422467507961
conversation	7.491898952605755
like	2.294909838187606
smh	4.8725143885892015
@	2.3987066318692496
chandlerparsons	9.889794225404126
:	2.27745738823638
bout	4.388536014859398
cowboys	7.58720913241008
shutup	8.791181936736017
pussy	2.525880723998306
#	1.471979477968167
128514	2.949571756284487
mike	7.250736895788867
calls	6.48859684374197
t-bird	9.889794225404126
needs	5.746659499012593
win	5.778920361230814
titles	8.503499864284235
smacks	9.889794225404126
hoes	2.4190004512090635
big	4.696837374513915
ben	8.098034756176071
gone	5.053512318452648
smack	6.522498395417651
another	8.098034756176071
lost	5.746659499012593
sorry	5.4709536176075275
favorites	7.81035268372429
tweet	5.294674375269536
happy	5.045607138945535
prolly	6.522498395417651
laugh	6.593957359399797
n	4.621936066340798
crazy	5.069512659799089
whipped	7.117205503164344
getting	4.68578753832733
rare	7.943884076348812
8220	2.777466780693214
itakeovertls	9.889794225404126
lmao	4.230312009644504
got	2.8173723248667546
ta	4.340718140508906
snap	7.250736895788867
8221	3.0460442763979008
run	5.685101606013159
mouth	5.585729132199956
cut	5.495345070731687
em	5.085773180670869
said	4.280322430219166
capri-sun	9.889794225404126
zebra	7.250736895788867
cake	6.999422467507961
's	2.4716134026773378
pg	9.889794225404126
frohorsemen	8.791181936736017
soul	6.5575897152289215
patch	9.19664704484418
..	3.3203128049898294
lmaoooo	6.8940619518501345
niggas	3.531951958896026
sending	7.81035268372429
screenshots	8.791181936736017
bitches	2.1465245245751214
stop	4.364341286272341
